iter	Passed	Remaining
286	987	2453
287	990	2449
288	993	2444
289	996	2440
290	999	2434
291	1002	2429
292	1004	2424
293	1007	2420
294	1010	2414
295	1012	2409
296	1015	2404
297	1018	2398
298	1020	2393
299	1023	2387
300	1025	2382
301	1028	2377
302	1031	2372
303	1034	2368
304	1037	2363
305	1039	2358
306	1042	2353
307	1045	2348
308	1047	2343
309	1050	2337
310	1052	2332
311	1055	2327
312	1058	2322
313	1060	2317
314	1063	2313
315	1066	2308
316	1069	2304
317	1071	2298
318	1074	2294
319	1077	2289
320	1080	2284
321	1082	2280
322	1085	2275
323	1088	2270
324	1090	2265
325	1093	2260
326	1096	2256
327	1098	2251
328	1101	2247
329	1104	2242
330	1107	2237
331	1109	2233
332	1112	2228
333	1115	2223
334	1117	2218
335	1120	2214
336	1123	2210
337	1126	2206
338	1128	2201
339	1131	2196
340	1134	2192
341	1136	2187
342	1139	2183
343	1142	2179
344	1145	2174
345	1147	2169
346	1150	2165
347	1153	2161
348	1156	2156
349	1158	2151
350	1161	2147
351	1163	2142
352	1166	2137
353	1169	2134
354	1172	2129
355	1174	2125
356	1177	2120
357	1180	2116
358	1182	2112
359	1186	2108
360	1189	2104
361	1191	2100
362	1194	2096
363	1197	2092
364	1200	2088
365	1202	2083
366	1205	2078
367	1208	2074
368	1210	2070
369	1213	2066
370	1216	2061
371	1218	2057
372	1221	2053
373	1223	2048
374	1227	2045
375	1229	2040
376	1232	2036
377	1234	2032
378	1237	2027
379	1241	2024
380	1244	2021
381	1247	2018
382	1250	2015
383	1254	2012
384	1257	2008
385	1260	2005
386	1263	2001
387	1266	1998
388	1269	1994
389	1272	1989
390	1274	1985
391	1277	1981
392	1280	1977
393	1282	1973
394	1285	1968
395	1288	1965
396	1291	1961
397	1294	1957
398	1297	1953
399	1299	1949
400	1302	1945
401	1304	1941
402	1307	1937
403	1310	1933
404	1313	1929
405	1316	1925
406	1318	1921
407	1321	1917
408	1324	1913
409	1327	1909
410	1329	1905
411	1332	1901
412	1340	1904
413	1343	1901
414	1347	1899
415	1350	1895
416	1353	1892
417	1356	1889
418	1359	1885
419	1362	1881
420	1365	1877
421	1368	1873
422	1370	1869
423	1373	1866
424	1376	1861
425	1378	1857
426	1381	1853
427	1384	1850
428	1387	1847
429	1390	1843
430	1393	1839
431	1396	1835
432	1399	1831
433	1401	1828
434	1404	1824
435	1407	1820
436	1409	1816
437	1412	1812
438	1415	1808
439	1418	1804
440	1420	1801
441	1423	1797
442	1426	1793
443	1428	1789
444	1431	1785
445	1434	1781
446	1436	1777
447	1439	1773
448	1441	1769
449	1444	1765
450	1447	1761
451	1450	1758
452	1453	1754
453	1455	1750
454	1458	1746
455	1461	1743
456	1463	1739
457	1466	1735
458	1469	1731
459	1472	1728
460	1474	1724
461	1477	1720
462	1480	1717
463	1483	1713
464	1485	1709
465	1488	1705
466	1491	1702
467	1494	1698
468	1496	1694
469	1499	1690
470	1502	1687
471	1504	1683
472	1507	1679
473	1510	1675
474	1512	1672
475	1515	1668
476	1518	1664
477	1521	1661
478	1523	1657
479	1526	1654
480	1529	1650
481	1532	1646
482	1535	1643
483	1537	1639
484	1540	1635
485	1542	1631
486	1545	1628
487	1548	1624
488	1551	1620
489	1553	1617
490	1556	1613
491	1559	1609
492	1561	1606
493	1565	1603
494	1567	1599
495	1570	1595
496	1573	1592
497	1576	1588
498	1579	1585
499	1582	1582
500	1585	1579
501	1588	1575
502	1590	1571
503	1593	1568
504	1595	1564
505	1598	1560
506	1601	1556
507	1603	1553
508	1606	1549
509	1609	1546
510	1612	1543
511	1614	1539
512	1617	1535
513	1620	1532
514	1623	1528
515	1626	1525
516	1628	1521
517	1636	1522
518	1639	1519
519	1641	1515
520	1644	1512
521	1647	1508
522	1650	1505
523	1653	1501
524	1655	1498
525	1658	1494
526	1661	1491
527	1664	1488
528	1667	1484
529	1670	1481
530	1672	1477
531	1675	1473
532	1678	1470
533	1681	1467
534	1684	1464
535	1687	1460
536	1691	1458
537	1694	1454
538	1698	1452
539	1700	1448
540	1704	1445
541	1707	1442
542	1711	1440
543	1714	1436
544	1717	1433
545	1720	1430
546	1723	1427
547	1726	1423
548	1729	1421
549	1733	1417
550	1736	1414
551	1739	1411
552	1742	1408
553	1745	1405
554	1748	1401
555	1751	1398
556	1755	1395
557	1758	1392
558	1761	1389
559	1764	1386
560	1767	1383
561	1771	1380
562	1774	1377
563	1778	1374
564	1781	1371
565	1785	1368
566	1790	1367
567	1793	1364
568	1797	1361
569	1801	1358
570	1804	1355
571	1806	1352
572	1810	1348
573	1812	1345
574	1816	1342
575	1819	1338
576	1822	1335
577	1824	1332
578	1844	1341
579	1850	1339
580	1856	1338
581	1861	1337
582	1866	1335
583	1872	1333
584	1876	1331
585	1881	1329
586	1885	1326
587	1890	1324
588	1894	1321
589	1897	1318
590	1901	1315
591	1904	1312
592	1908	1309
593	1918	1311
594	1923	1309
595	1928	1307
596	1933	1305
597	1937	1302
598	1941	1299
599	1944	1296
600	1948	1293
601	1951	1290
602	1954	1286
603	1957	1283
604	1960	1279
605	1963	1276
606	1966	1273
607	1969	1269
608	1971	1265
609	1979	1265
610	1983	1262
611	1986	1259
612	1989	1256
613	1992	1252
614	1995	1248
615	1997	1245
616	2000	1241
617	2003	1238
618	2005	1234
619	2008	1230
620	2011	1227
621	2014	1224
622	2016	1220
623	2019	1216
624	2022	1213
625	2025	1209
626	2027	1206
627	2030	1202
628	2032	1199
629	2035	1195
630	2038	1192
631	2040	1188
632	2043	1184
633	2046	1181
634	2048	1177
635	2051	1174
636	2054	1170
637	2056	1167
638	2059	1163
639	2062	1159
640	2064	1156
641	2067	1152
642	2070	1149
643	2073	1146
644	2076	1142
645	2078	1139
646	2081	1135
647	2084	1132
648	2087	1128
649	2089	1125
650	2092	1121
651	2094	1118
652	2097	1114
653	2100	1111
654	2103	1107
655	2105	1104
656	2108	1100
657	2110	1097
658	2113	1093
659	2116	1090
660	2118	1086
661	2121	1082
662	2123	1079
663	2126	1076
664	2129	1072
665	2131	1069
666	2134	1065
667	2137	1062
668	2139	1058
669	2142	1055
670	2144	1051
671	2147	1048
672	2150	1044
673	2152	1041
674	2155	1037
675	2158	1034
676	2160	1030
677	2163	1027
678	2166	1024
679	2169	1020
680	2171	1017
681	2174	1013
682	2177	1010
683	2180	1007
684	2182	1003
685	2186	1000
686	2189	997
687	2192	994
688	2195	990
689	2197	987
690	2200	983
691	2203	980
692	2206	977
693	2208	973
694	2211	970
695	2214	967
696	2217	963
697	2219	960
698	2222	957
699	2224	953
700	2227	950
701	2230	946
702	2232	943
703	2235	940
704	2238	936
705	2241	933
706	2243	929
707	2246	926
708	2249	923
709	2251	919
710	2254	916
711	2257	912
712	2259	909
713	2262	906
714	2265	902
715	2267	899
716	2270	896
717	2273	892
718	2276	889
719	2278	886
720	2281	882
721	2284	879
722	2286	876
723	2290	873
724	2293	869
725	2295	866
726	2298	863
727	2301	859
728	2304	856
729	2306	853
730	2309	849
731	2312	846
732	2315	843
733	2318	840
734	2320	836
735	2323	833
736	2325	829
737	2328	826
738	2331	823
739	2334	820
740	2336	816
741	2339	813
742	2342	810
743	2344	806
744	2347	803
745	2350	800
746	2352	796
747	2355	793
748	2358	790
749	2361	787
750	2364	784
751	2368	780
752	2370	777
753	2373	774
754	2376	771
755	2379	767
756	2382	764
757	2385	761
758	2388	758
759	2390	754
760	2393	751
761	2396	748
762	2398	745
763	2401	741
764	2404	738
765	2406	735
766	2409	731
767	2411	728
768	2414	725
769	2417	722
770	2419	718
771	2422	715
772	2425	712
773	2428	709
774	2431	705
775	2433	702
776	2436	699
777	2439	695
778	2441	692
779	2444	689
780	2447	686
781	2449	682
782	2452	679
783	2455	676
784	2457	673
785	2460	669
786	2463	666
787	2466	663
788	2468	660
789	2471	656
790	2474	653
791	2476	650
792	2479	647
793	2482	644
794	2485	640
795	2488	637
796	2491	634
797	2494	631
798	2496	628
799	2499	624
800	2502	621
801	2504	618
802	2507	615
803	2510	612
804	2513	608
805	2516	605
806	2519	602
807	2522	599
808	2525	596
809	2528	593
810	2530	589
811	2533	586
812	2536	583
813	2539	580
814	2542	577
815	2544	573
816	2547	570
817	2550	567
818	2552	564
819	2555	560
820	2558	557
821	2560	554
822	2563	551
823	2566	548
824	2569	544
825	2572	541
826	2575	538
827	2578	535
828	2580	532
829	2583	529
830	2586	525
831	2588	522
832	2591	519
833	2593	516
834	2596	513
835	2599	509
836	2601	506
837	2604	503
838	2607	500
839	2610	497
840	2612	494
841	2615	490
842	2618	487
843	2620	484
844	2623	481
845	2626	478
846	2629	474
847	2631	471
848	2634	468
849	2637	465
850	2639	462
851	2642	459
852	2645	455
853	2647	452
854	2650	449
855	2653	446
856	2655	443
857	2658	440
858	2661	436
859	2664	433
860	2666	430
861	2669	427
862	2673	424
863	2676	421
864	2678	418
865	2681	414
866	2684	411
867	2686	408
868	2689	405
869	2692	402
870	2695	399
871	2697	396
872	2700	392
873	2703	389
874	2705	386
875	2708	383
876	2711	380
877	2713	377
878	2716	373
879	2719	370
880	2721	367
881	2724	364
882	2726	361
883	2729	358
884	2732	355
885	2735	351
886	2737	348
887	2740	345
888	2742	342
889	2745	339
890	2748	336
891	2751	333
892	2754	330
893	2756	326
894	2759	323
895	2762	320
896	2765	317
897	2768	314
898	2771	311
899	2773	308
900	2776	305
901	2779	301
902	2781	298
903	2784	295
904	2787	292
905	2789	289
906	2792	286
907	2795	283
908	2797	280
909	2800	276
910	2802	273
911	2805	270
912	2808	267
913	2811	264
914	2813	261
915	2816	258
916	2819	255
917	2822	252
918	2824	248
919	2827	245
920	2830	242
921	2832	239
922	2835	236
923	2838	233
924	2840	230
925	2843	227
926	2845	224
927	2848	221
928	2851	217
929	2854	214
930	2856	211
931	2859	208
932	2862	205
933	2864	202
934	2867	199
935	2870	196
936	2872	193
937	2875	190
938	2878	186
939	2880	183
940	2883	180
941	2885	177
942	2888	174
943	2891	171
944	2893	168
945	2896	165
946	2898	162
947	2901	159
948	2903	156
949	2906	152
950	2909	149
951	2911	146
952	2914	143
953	2917	140
954	2919	137
955	2922	134
956	2924	131
957	2927	128
958	2930	125
959	2932	122
960	2935	119
961	2937	116
962	2940	112
963	2943	109
964	2945	106
965	2948	103
966	2951	100
967	2953	97
968	2956	94
969	2959	91
970	2962	88
971	2964	85
972	2967	82
973	2970	79
974	2973	76
975	2976	73
976	2979	70
977	2982	67
978	2985	64
979	2987	60
980	2990	57
981	2993	54
982	2995	51
983	2998	48
984	3000	45
985	3003	42
986	3006	39
987	3009	36
988	3011	33
989	3014	30
990	3016	27
991	3019	24
992	3022	21
993	3024	18
994	3027	15
995	3030	12
996	3032	9
997	3035	6
998	3038	3
999	3040	0
