iter	RMSE
286	0.01549911225
287	0.01546392216
288	0.01542888375
289	0.01539506283
290	0.01530149117
291	0.015267645
292	0.01519649759
293	0.01517148876
294	0.01513808396
295	0.01510533812
296	0.01507327026
297	0.01504184495
298	0.01501095466
299	0.01498661588
300	0.01489493672
301	0.01480462243
302	0.01477394037
303	0.01462453433
304	0.01459487169
305	0.01450663235
306	0.01441978847
307	0.01433429927
308	0.01425024134
309	0.01422528403
310	0.01419537725
311	0.01413139412
312	0.01408081028
313	0.01401957363
314	0.01387932097
315	0.01385119286
316	0.0137911255
317	0.01376830209
318	0.01374610929
319	0.01360935476
320	0.01352746947
321	0.01344681748
322	0.01331403069
323	0.01329251787
324	0.01326572969
325	0.01318701067
326	0.01316060876
327	0.01313453139
328	0.01305674354
329	0.01298018154
330	0.01295922927
331	0.01293827171
332	0.01286270761
333	0.01283684035
334	0.0128114928
335	0.01279116638
336	0.0126663892
337	0.01259238371
338	0.01251966523
339	0.01246631422
340	0.01239435198
341	0.01226751036
342	0.01224825271
343	0.01217827247
344	0.01215361915
345	0.01211170227
346	0.01204219746
347	0.01199774169
348	0.01192910341
349	0.01190980342
350	0.01185798883
351	0.01173830895
352	0.01167117325
353	0.01160535512
354	0.0115403518
355	0.01151671126
356	0.01149353785
357	0.01144666747
358	0.01138312784
359	0.0112697613
360	0.01122824718
361	0.01120593584
362	0.01116538164
363	0.01114386631
364	0.01112278912
365	0.01105858721
366	0.01101492021
367	0.01095374138
368	0.01084603112
369	0.01081019307
370	0.01079357406
371	0.01075286016
372	0.01073234777
373	0.01062800128
374	0.01056842554
375	0.0105298382
376	0.01051016803
377	0.01045135211
378	0.01039348692
379	0.01029371584
380	0.01023732848
381	0.01019955655
382	0.01014391247
383	0.01012708472
384	0.01003100017
385	0.01001393678
386	0.009981949131
387	0.009927504975
388	0.009873911187
389	0.009821308258
390	0.009769450811
391	0.0097528676
392	0.009716523288
393	0.009665254985
394	0.009628079874
395	0.009577481114
396	0.009530361763
397	0.009499826282
398	0.009411618061
399	0.009366671207
400	0.009316338777
401	0.009295542247
402	0.009245797466
403	0.009212020492
404	0.009162925307
405	0.009114608685
406	0.00908346595
407	0.009050546471
408	0.009002699766
409	0.008955665516
410	0.008909381942
411	0.008866393998
412	0.008808385368
413	0.008776224949
414	0.008745609196
415	0.008704208628
416	0.008673579869
417	0.008636460053
418	0.008590612332
419	0.008545499571
420	0.008489733996
421	0.008462537489
422	0.008387221108
423	0.00834393768
424	0.008317417825
425	0.008291427698
426	0.00821861027
427	0.008178234487
428	0.008125099789
429	0.008100374628
430	0.00807370286
431	0.008021589427
432	0.007970713947
433	0.007934768227
434	0.007884112783
435	0.007823780862
436	0.007757036314
437	0.007731901944
438	0.007712275919
439	0.007664082879
440	0.007616072725
441	0.007599105344
442	0.007535530009
443	0.007488751699
444	0.007467245032
445	0.007421317955
446	0.00740027857
447	0.007355120322
448	0.007321496291
449	0.007299137562
450	0.007254577186
451	0.007220232539
452	0.00717642304
453	0.007160764413
454	0.007102814209
455	0.007081757745
456	0.007053218539
457	0.007010767131
458	0.006954310016
459	0.006936014529
460	0.006894371229
461	0.006853396277
462	0.006813098128
463	0.006773798549
464	0.006741948233
465	0.006727293223
466	0.006709953465
467	0.006670785233
468	0.006651956232
469	0.006613453713
470	0.006595242713
471	0.006557309923
472	0.006520020376
473	0.006469678609
474	0.006433518422
475	0.006398463815
476	0.006382028982
477	0.006364142187
478	0.006334712035
479	0.006299664168
480	0.006282456586
481	0.006247539188
482	0.006235974057
483	0.006201489658
484	0.006152697388
485	0.006119181869
486	0.00607413879
487	0.00604161829
488	0.006028523979
489	0.005996479695
490	0.005964975335
491	0.005955125318
492	0.005912471065
493	0.005901175116
494	0.005888598066
495	0.00585787518
496	0.005845497299
497	0.005830729319
498	0.005800471001
499	0.00577468431
500	0.005765820993
501	0.005725530439
502	0.005692543762
503	0.005656834282
504	0.005644030224
505	0.005637111656
506	0.005620488017
507	0.005613997686
508	0.005600460773
509	0.005562121169
510	0.005546276803
511	0.005530908448
512	0.005501030708
513	0.005490558072
514	0.005453798844
515	0.005425586948
516	0.005396957393
517	0.005386598684
518	0.005372041499
519	0.005360177387
520	0.005331946174
521	0.005304225699
522	0.005277007224
523	0.005251469329
524	0.005226205441
525	0.005198714083
526	0.005191105755
527	0.005183923829
528	0.005173592017
529	0.005149159345
530	0.005117241272
531	0.005103173426
532	0.005089449178
533	0.005070339657
534	0.005061150145
535	0.005054433509
536	0.005045017249
537	0.005033108862
538	0.005023893585
539	0.005013345579
540	0.00498895206
541	0.004963484237
542	0.004956019528
543	0.004926389121
544	0.004910746903
545	0.004898977335
546	0.004893342296
547	0.004887831206
548	0.004876575028
549	0.004869119997
550	0.004857413447
551	0.004848998187
552	0.004825622857
553	0.004802314372
554	0.004778725012
555	0.004751180139
556	0.004738252417
557	0.004715650613
558	0.004694164407
559	0.004682879492
560	0.004660006813
561	0.004638265363
562	0.004632495984
563	0.004618293424
564	0.004597474472
565	0.004573106207
566	0.004554886454
567	0.004548856778
568	0.004539282742
569	0.004518966987
570	0.00449901493
571	0.004494305353
572	0.004474626624
573	0.004464116537
574	0.004440137384
575	0.004430956193
576	0.004411842057
577	0.004407366161
578	0.004402992415
579	0.00439157096
580	0.004387261529
581	0.004383130285
582	0.004365994741
583	0.004347027225
584	0.004338451034
585	0.004318466601
586	0.004296136231
587	0.004286714348
588	0.004268537837
589	0.004253205866
590	0.00424924178
591	0.004244955007
592	0.004241229277
593	0.004223584476
594	0.00420626728
595	0.004188328676
596	0.004177909047
597	0.004168954462
598	0.004151337868
599	0.004134530513
600	0.004118040155
601	0.004101860869
602	0.004072206382
603	0.004056256128
604	0.00404972009
605	0.004034044609
606	0.004018664391
607	0.003999637298
608	0.003984783989
609	0.003981273202
610	0.003966694276
611	0.003956563337
612	0.003942222412
613	0.003928153459
614	0.003924625564
615	0.003916066023
616	0.00391160067
617	0.003907680499
618	0.003890155725
619	0.003886230456
620	0.003872560892
621	0.003846902649
622	0.003843807507
623	0.003823258816
624	0.00381186582
625	0.003808220097
626	0.003796710481
627	0.003785436579
628	0.003768755384
629	0.003758041658
630	0.003737378738
631	0.00372001577
632	0.003714640072
633	0.003697502704
634	0.003694492871
635	0.003683570187
636	0.003673091282
637	0.00367028146
638	0.003659996358
639	0.003655923064
640	0.003645823794
641	0.003627192285
642	0.003617105908
643	0.003607348345
644	0.003582062722
645	0.003579158847
646	0.003560221712
647	0.003548378036
648	0.003538850875
649	0.00353464874
650	0.003531247029
651	0.003521865383
652	0.003505656518
653	0.00350294826
654	0.003493904878
655	0.003478857505
656	0.003465462042
657	0.003456506432
658	0.003453838078
659	0.00345095418
660	0.003441173042
661	0.003431868339
662	0.003423035382
663	0.003410584802
664	0.003401621396
665	0.00338751131
666	0.003375939862
667	0.003367348941
668	0.003354395844
669	0.003345921854
670	0.003335240053
671	0.003332785889
672	0.003324629208
673	0.00330943284
674	0.003299930575
675	0.003291872487
676	0.003283971852
677	0.003276313643
678	0.003267669163
679	0.003265109671
680	0.003253113696
681	0.003241537432
682	0.00323862044
683	0.003230930317
684	0.003216348385
685	0.003209696023
686	0.003197012871
687	0.003191216859
688	0.003184475083
689	0.003176890738
690	0.003171566475
691	0.003161275125
692	0.003159061708
693	0.003149625022
694	0.003147512201
695	0.003134320746
696	0.003127371103
697	0.003125094351
698	0.003122261874
699	0.003115067193
700	0.003111020461
701	0.003103951259
702	0.003093774548
703	0.003088816063
704	0.003085062017
705	0.003083078481
706	0.003073950883
707	0.003067171175
708	0.003059608298
709	0.003051680931
710	0.003044930351
711	0.003039605757
712	0.003037210332
713	0.003028515271
714	0.00302582484
715	0.003019376241
716	0.003012530649
717	0.003006201862
718	0.003004180936
719	0.002994182445
720	0.002987893062
721	0.002985946584
722	0.002979584815
723	0.002977675828
724	0.002971826301
725	0.002963172795
726	0.002959755099
727	0.002952045468
728	0.002946668643
729	0.002944807397
730	0.002932982208
731	0.002927036067
732	0.002925195483
733	0.002918083912
734	0.002910563356
735	0.0029057058
736	0.002901133505
737	0.002899017373
738	0.002893298272
739	0.002887692658
740	0.002876564725
741	0.002873610563
742	0.002859850726
743	0.00284456626
744	0.0028413539
745	0.002835456925
746	0.0028258699
747	0.002820438084
748	0.002815588892
749	0.002808850582
750	0.002803727046
751	0.002791768767
752	0.002783864631
753	0.002775312411
754	0.002773219608
755	0.002764358426
756	0.002747246886
757	0.002744673572
758	0.002738975573
759	0.002737422412
760	0.002730993372
761	0.002723911515
762	0.002714971782
763	0.002696610663
764	0.002695029499
765	0.002686306594
766	0.002679476011
767	0.002665546557
768	0.002655567661
769	0.002648542523
770	0.002641545744
771	0.002639997353
772	0.00263181121
773	0.002626208999
774	0.002620851254
775	0.00261162054
776	0.002605469634
777	0.002599764972
778	0.002586636287
779	0.002581158949
780	0.002577196246
781	0.002575723401
782	0.002569360302
783	0.002560919031
784	0.00255878087
785	0.002556912353
786	0.002554910192
787	0.002539692852
788	0.002533205865
789	0.002530493268
790	0.002527987697
791	0.002516730474
792	0.002512297998
793	0.002503845473
794	0.002502484613
795	0.002496296584
796	0.00248822741
797	0.002479328401
798	0.002473591316
799	0.002470902178
800	0.002464100437
801	0.002462854053
802	0.002458559669
803	0.002449644337
804	0.002443749934
805	0.002436589031
806	0.002429919621
807	0.00242386396
808	0.00242031529
809	0.002417554175
810	0.002406192024
811	0.002405006387
812	0.002398150247
813	0.002391456362
814	0.002382619471
815	0.002373682065
816	0.002363166358
817	0.002361635096
818	0.002352269883
819	0.002348086625
820	0.002340287653
821	0.002334789223
822	0.002333631872
823	0.002331304592
824	0.002324203801
825	0.002318762204
826	0.002309162081
827	0.002307707483
828	0.002301878359
829	0.002296236129
830	0.002294284938
831	0.002289162435
832	0.002285321155
833	0.002279332247
834	0.002270711886
835	0.00226508662
836	0.002260377115
837	0.00225087709
838	0.002241986901
839	0.002235535902
840	0.002229537245
841	0.002226379079
842	0.002221358393
843	0.002219046848
844	0.00221689655
845	0.002214529202
846	0.002210910823
847	0.002205513355
848	0.002203553
849	0.002194746299
850	0.002189983407
851	0.002184320732
852	0.00217978823
853	0.002173128351
854	0.002165494448
855	0.002164204725
856	0.002159832747
857	0.002151968545
858	0.002148175535
859	0.002145760298
860	0.002142007461
861	0.002138337595
862	0.002133426604
863	0.002132036105
864	0.002129186744
865	0.002126474888
866	0.002123591931
867	0.002119296619
868	0.0021139919
869	0.002110827922
870	0.002102490533
871	0.00210023083
872	0.002095580723
873	0.002091134777
874	0.002086621059
875	0.002079697431
876	0.002073023753
877	0.002071730032
878	0.002064826515
879	0.0020618362
880	0.002061111725
881	0.002055063903
882	0.002052118442
883	0.002045059478
884	0.002044534526
885	0.002040095078
886	0.002032141853
887	0.002028991775
888	0.002028479804
889	0.002027980898
890	0.002023173472
891	0.002018656251
892	0.002012432968
893	0.002011984239
894	0.00201018057
895	0.002009743994
896	0.002006005214
897	0.002000650445
898	0.001992568848
899	0.001992139686
900	0.001989119354
901	0.0019847376
902	0.001984375045
903	0.001980068683
904	0.001975799152
905	0.001973708737
906	0.001971871762
907	0.001967839993
908	0.001959803988
909	0.001957281305
910	0.001956645417
911	0.00195250127
912	0.001946887268
913	0.001941251188
914	0.001938501179
915	0.001934975505
916	0.001933324372
917	0.001929370038
918	0.001927798357
919	0.001925497519
920	0.001922160376
921	0.001917433456
922	0.001912885025
923	0.00191178636
924	0.001910646023
925	0.001906707179
926	0.00190508206
927	0.001898942859
928	0.001894765067
929	0.00189417777
930	0.001888761355
931	0.001882375641
932	0.001880873606
933	0.001878648792
934	0.001871133624
935	0.001867329062
936	0.001863683995
937	0.001861369212
938	0.001855136977
939	0.001854510813
940	0.001854185898
941	0.001849059861
942	0.001847880774
943	0.001844162172
944	0.001841796546
945	0.001837895423
946	0.00183406925
947	0.001833630766
948	0.001833226363
949	0.001830080131
950	0.001826455655
951	0.001822895311
952	0.001821293413
953	0.001820454128
954	0.00181835932
955	0.001817518963
956	0.001813797465
957	0.001809147364
958	0.00180767478
959	0.001807318794
960	0.001801127136
961	0.001796286688
962	0.001795777461
963	0.001791960678
964	0.001791660399
965	0.001788202209
966	0.001787907913
967	0.001784569408
968	0.001781850062
969	0.001778972722
970	0.001772751511
971	0.001770517534
972	0.001766046039
973	0.001765595907
974	0.001759582816
975	0.001756179978
976	0.001752583116
977	0.001749394706
978	0.001745801839
979	0.001742592261
980	0.001738744566
981	0.001735457921
982	0.001731720086
983	0.001728534382
984	0.001725736636
985	0.001722945441
986	0.001717953176
987	0.001712457473
988	0.001709426281
989	0.00170808412
990	0.001707799196
991	0.001704671003
992	0.001702699384
993	0.001701965769
994	0.00170168892
995	0.001700277976
996	0.001700009062
997	0.001698826046
998	0.001693802217
999	0.001690766862
